species,individuals,ID,date,notes
birds,15,97,10/11/2022,
birds,30,3,07/11/2022,
birds,50,11,11/11/2022,over two days
birds,20,36,07/11/2022,
barking_deer,1,49,11/11/2022,
birds,17,39,12/11/2022,
wild_boar,1,98,04/11/2022,
serow,1,98,11/11/2022,
wild_boar,1,22,09/11/2022,
birds,50,165,07/11/2022,over two days
birds,40,91,09/11/2022,
birds,50,2,10/11/2022,
barking_deer,1,48,04/11/2022,
birds,20,44,10/11/2022,
birds,20,14,10/11/2022,
civet,1,156,12/11/2022,
wild_boar,1,149,09/11/2022,
birds,20,18,10/11/2022,
birds,50,112,11/11/2022,
birds,20,146,08/11/2022,
birds,18,117,11/11/2022,
birds,20,88,26/11/2022,
birds,15,118,22/11/2022,
birds,50,178,21/11/2022,over three days
birds,20,104,25/11/2022,
birds,30,101,24/11/2022,
birds,40,34,23/11/2022,over two days
birds,30,177,24/11/2022,
green_pigeon,5,50,25/11/2022,
birds,20,179,26/11/2022,
birds,25,3,18/11/2022,
birds,10,11,17/11/2022,
green_pigeon,5,11,19/11/2022,
birds,20,36,17/11/2022,
birds,20,39,20/11/2022,
birds,17,117,19/11/2022,
birds,20,146,23/11/2022,
green_pigeon,10,112,18/11/2022,
green_pigeon,5,18,20/11/2022,
birds,20,18,23/11/2022,
wild_boar,1,22,26/11/2022,
birds,50,91,23/11/2022,over two days
birds,10,106,17/11/2022,
birds,6,180,24/11/2022,
squirrel,1,180,24/11/2022,
birds,5,150,27/11/2022,
squirrel,1,150,27/11/2022,
birds,10,170,24/11/2022,
squirrel,1,170,24/11/2022,
birds,15,20,26/11/2022,
birds,20,68,25/11/2022,
birds,20,165,24/11/2022,
kalij_pheasant,4,98,17/11/2022,
macaque_sp,1,98,18/11/2022,
birds,30,109,23/11/2022,
green_pigeon,4,2,29/11/2022,
birds,26,2,29/01/2022,
birds,10,44,23/11/2022,
squirrel,6,44,23/11/2022,
wild_boar,1,7,28/11/2022,
barking_deer,1,3,17/11/2022,
wild_boar,1,181,05/11/2022,after burning his field
brush_tailed_porcupine,2,49,16/11/2022,
brush_tailed_porcupine,3,156,20/11/2022,
wild_boar,1,181,01/11/2022,Sometime in the first week of Nov. near forest yappo/ burma border. went with 3 other hunters. Gave all the meat to the planning committee people
barking_deer,1,181,01/11/2022,Sometime in the first week of Nov. near forest yappo/ burma border. went with 3 other hunters. Gave all the meat to the planning committee people
stump_tailed_macaque,2,181,01/11/2022,Sometime in the first week of Nov. near forest yappo/ burma border. went with 3 other hunters. Gave all the meat to the planning committee people
spotted_linsang,1,118,14/11/2022,
barking_deer,2,182,07/11/2022,and 11/11. sold one and with the second gave his party for becoming an official GB. 
brush_tailed_porcupine,1,182,17/11/2022,
brush_tailed_porcupine,2,159,26/11/2022,
malayan_porcupine ,1,183,01/11/2022,
birds,20,103,06/12/2022,over two days
birds,10,88,07/12/2022,
barking_deer,1,49,02/12/2022,
birds,20,178,08/12/2022,
birds,50,168,12/12/2022,over three days
birds,30,184,13/12/2022,over two days
birds,20,101,07/12/2022,over two days
birds,25,34,05/12/2022,
green_pigeon,7,177,02/12/2022,
birds,20,177,03/12/2022,
green_pigeon,5,50,13/12/2022,
birds,15,50,13/12/2022,
birds,20,157,08/12/2022,
birds,50,3,09/12/2022,
green_pigeon,6,3,10/12/2022,
birds,60,11,06/12/2022,over three days
birds,20,163,09/12/2022,
birds,20,76,07/12/2022,
birds,30,39,11/12/2022,
birds,20,16,13/12/2022,
birds,40,165,07/12/2022,over two days
birds,35,171,09/12/2022,
birds,55,91,13/12/2022,over three days
birds,15,156,07/12/2022,
birds,25,112,12/12/2022,
birds,15,2,13/12/2022,
birds,15,5,07/12/2022,
birds,20,112,24/12/2022,
birds,70,11,25/12/2022,over two days
birds,15,36,18/12/2022,
birds,20,1,18/12/2022,
birds,15,177,31/12/2022,
green_pigeon,35,50,28/12/2022,
birds,50,34,27/12/2022,over two days
hill_partridge,2,101,29/12/2022,
kalij_pheasant,1,101,29/12/2022,
birds,30,184,28/12/2022,
birds,30,185,28/12/2022,
birds,20,168,28/12/2022,
hill_partridge,3,119,27/12/2022,
birds,3,186,23/12/2022,
birds,10,45,22/12/2022,
green_pigeon,3,187,28/12/2022,
green_pigeon,3,88,27/12/2022,
barking_deer,1,88,31/12/2022,kamkosangshong
green_pigeon,16,103,28/12/2022,
birds,20,188,18/12/2022,
birds,60,39,26/12/2022,
birds,112,76,28/12/2022,
birds,15,106,28/12/2022,
birds,7,189,29/12/2022,
birds,130,91,27/12/2022,over four days
birds,70,171,28/12/2022,
kalij_pheasant,10,98,28/12/2022,
barking_deer,1,98,14/12/2022,kamkosangshong
green_pigeon,10,165,28/12/2022,
birds,30,165,31/12/2022,
birds,10,190,28/12/2022,
birds,15,191,28/12/2022,
birds,15,68,29/12/2022,
green_pigeon,6,191,28/12/2022,
birds,30,192,17/12/2022,over two days
birds,70,16,16/12/2022,over two days
green_pigeon,2,5,18/12/2022,
birds,5,193,18/12/2022,
green_pigeon,15,18,29/12/2022,
birds,20,136,28/12/2022,
green_pigeon,5,25,28/12/2022,
birds,30,146,27/12/2022,
birds,10,52,21/12/2022,
brush_tailed_porcupine,1,95,17/12/2022,
birds,30,2,24/12/2022,
birds,30,163,23/12/2022,
birds,20,14,11/01/2023,
birds,30,44,05/01/2023,
birds,25,109,12/01/2023,
birds,30,48,09/01/2023,
birds,30,112,09/01/2023,
birds,35,2,12/01/2023,
birds,60,91,13/01/2023,
birds,90,165,11/01/2023,
birds,30,171,08/01/2023,
birds,40,3,12/01/2023,
birds,100,11,12/01/2023,
birds,50,177,11/01/2023,
birds,34,50,07/01/2023,
birds,30,168,09/01/2023,
birds,10,194,14/01/2023,
green_pigeon,10,36,11/01/2023,
birds,20,36,11/01/2023,
birds,20,163,08/01/2023,
birds,40,97,13/01/2023,
birds,30,33,11/01/2023,
birds,30,34,07/01/2023,
birds,43,101,13/01/2023,
birds,20,184,11/01/2023,
birds,20,174,13/01/2023,
birds,30,178,13/01/2023,
green_pigeon,10,187,07/01/2023,
birds,15,88,12/01/2023,
green_pigeon,6,88,12/01/2023,
birds,50,195,07/01/2023,
birds,30,39,12/01/2023,
birds,15,196,11/01/2023,
birds,20,16,07/01/2023,
birds,30,19,08/01/2023,
birds,20,5,11/01/2023,
birds,40,140,11/01/2023,
green_pigeon,11,140,11/01/2023,
birds,15,146,12/01/2023,
birds,20,117,13/01/2023,
birds,15,197,17/01/2023,
birds,10,48,24/01/2023,
birds,20,3,20/01/2023,
birds,80,11,21/01/2023,
birds,20,36,18/01/2023,
birds,10,106,20/01/2023,
birds,25,39,23/01/2023,
brush_tailed_porcupine,3,95,21/01/2023,
birds,30,76,22/01/2023,
birds,20,163,23/01/2023,
birds,15,50,24/01/2023,
birds,20,1,27/01/2023,
birds,30,177,20/01/2023,
birds,40,34,21/01/2023,
birds,20,101,23/01/2023,
birds,5,184,27/01/2023,
birds,10,174,26/01/2023,
birds,30,178,25/01/2023,
birds,10,118,17/01/2023,
birds,30,88,24/01/2023,
birds,39,195,28/01/2023,
birds,20,146,27/01/2023,
birds,23,116,21/01/2023,
birds,17,140,19/01/2023,
barking_deer,1,22,18/01/2023,
birds,20,5,26/01/2023,
barking_deer,1,54,30/12/2022,
stump_tailed_macaque,1,54,30/12/2022,
birds,18,58,22/12/2022,
green_pigeon,2,66,29/12/2022,
hill_partridge,1,66,29/12/2022,
birds,40,15,31/12/2022,over two days
birds,29,129,30/12/2022,
birds,35,198,19/12/2022,
birds,30,59,19/12/2022,
birds,50,152,23/12/2022,
birds,10,74,30/12/2022,
birds,7,57,31/12/2022,
birds,17,135,29/12/2022,
birds,20,69,30/12/2022,
birds,20,64,30/12/2022,
birds,15,71,29/12/2022,
birds,23,65,30/12/2022,
birds,11,83,31/12/2022,
birds,33,73,31/12/2022,
hill_partridge,1,55,31/12/2022,
birds,54,54,13/01/2023,
birds,30,15,17/01/2023,
birds,40,129,16/01/2023,
birds,20,198,17/01/2023,
birds,30,59,21/01/2023,
birds,50,152,18/01/2023,
birds,20,78,17/01/2023,
birds,35,69,16/01/2023,
birds,40,64,17/01/2023,
birds,20,71,16/01/2023,
birds,30,65,18/01/2023,
flying_squirrel,1,199,14/01/2023,
green_pigeon,1,199,14/01/2023,
birds,31,199,30/01/2023,
squirrel,1,199,30/01/2023,
birds,20,69,27/02/2023,
fish,100,114,28/01/2023,
birds,19,129,31/01/2023,
birds,10,198,30/01/2023,
birds,30,152,29/01/2023,
birds,20,15,30/01/2023,
birds,10,62,31/01/2023,
birds,20,54,31/01/2023,
birds,20,69,30/01/2023,
birds,10,71,29/01/2023,
birds,57,73,31/01/2023,
